Name (extracted)	Citing Article	Citied Article	Features
RESIDE Real-world Task-driven Testing Set (RTTS)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The RESIDE Real-world Task-driven Testing Set (RTTS) is primarily used for evaluating image dehazing algorithms. It provides real-world images with varying levels of haze, enabling researchers to assess the performance of dehazing techniques in practical scenarios. This dataset supports the development and refinement of algorithms by offering diverse and realistic test cases, ensuring that the methods can handle a wide range of hazy conditions.
Yang’s dataset (RS)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	Yang’s dataset (RS) is primarily used for image deraining research, featuring both synthetic and real rain-streak images. It is employed to test and evaluate the performance of deraining algorithms, focusing on the effectiveness of removing rain streaks from images. The dataset's inclusion of diverse rain conditions enables researchers to assess algorithm robustness and accuracy in various scenarios.
real Snow100k dataset (Snow100k-R)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The real Snow100k dataset (Snow100k-R) is used for image desnowing research, specifically to assess the effectiveness of desnowing algorithms on real snow-covered scenes. This dataset enables researchers to evaluate and improve desnowing techniques by providing a realistic benchmark for testing and validation.
DIV8K	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023), https://doi.org/10.1109/ICCV51070.2023.00495 (2023)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The DIV8K dataset is used for evaluating and training image restoration models, particularly focusing on high-resolution image inpainting and quality assessment. It provides high-resolution images to test the scalability and quality of restoration techniques, enabling researchers to assess the performance of their models in handling detailed and large-scale images.
OST	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023), https://doi.org/10.1109/ICCV51070.2023.00495 (2023)	https://doi.org/10.1109/CVPR.2018.00070 (2018)	The OST dataset is used to evaluate and assess image restoration algorithms, particularly focusing on the reconstruction task in image super-resolution and the restoration of textures and details in outdoor scenes. It contains 300 images with rich textures, enabling researchers to test and improve the performance of deep spatial feature transform methods in realistic texture recovery.
RainDrop test dataset	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The RainDrop test dataset is used for evaluating the performance of trained models, particularly attentive generative adversarial networks, in removing raindrops from images. It assesses the effectiveness of these methods in enhancing visual clarity and preserving image details. This dataset enables researchers to rigorously test and compare different raindrop removal techniques.
WeatherStream	https://doi.org/10.1109/TIP.2024.3501855 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/CVPR52729.2023.01297 (2023)	The WeatherStream dataset is used to train and evaluate image restoration models, specifically focusing on realistic weather degradation scenarios such as rain, fog, and snow. It enhances the robustness of models like MWFormer-real and TransWeather-real by providing real-world frames, enabling researchers to assess and improve the performance of single image deweathering techniques.
real-world dehazing dataset	https://doi.org/10.1109/CVPR52729.2023.02083 (2023), https://doi.org/10.48550/arXiv.2412.00878 (2024)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The real-world dehazing dataset is used to evaluate and train de-hazing algorithms, focusing on real-world images to assess performance in practical scenarios. It provides visual samples for dehazing tasks, enabling comparisons with other datasets like RealSnow. The dataset enhances image clarity and visual quality, specifically supporting research in dehazing and image restoration.
LIME low-light enhancement dataset	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2016.2639450 (2017)	The LIME low-light enhancement dataset is used for improving illumination in underexposed images through illumination map estimation. Researchers employ this dataset to enhance low-light images, focusing on methodologies that estimate and adjust illumination maps to achieve better visual quality. This dataset enables specific research into low-light image enhancement techniques, addressing challenges such as poor visibility and color fidelity in dimly lit conditions.
RESIDE Real-world Task-driven Testing Set (RESIDE-RTTS)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2016.2639450 (2017)	The RESIDE Real-world Task-driven Testing Set (RESIDE-RTTS) is primarily used for dehazing tasks, providing real-world images with varying degrees of haze. Researchers employ this dataset to test and benchmark dehazing algorithms, focusing on the effectiveness and performance of these algorithms in realistic conditions. The dataset's real-world images enable robust evaluation and comparison, facilitating advancements in image restoration techniques specifically for dehazing.
Yang’s rainy dataset	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2016.2639450 (2017)	Yang’s rainy dataset is used for evaluating rain removal techniques, featuring both synthetic and real rainy images. Researchers employ this dataset to assess the performance of rain detection and removal methods, focusing on improving image clarity and quality in rainy conditions. The dataset's inclusion of diverse rainy scenarios enhances its utility for benchmarking and validating these methods.
Snow100k dataset	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2016.2639450 (2017)	The Snow100k dataset is used for evaluating snow removal techniques in image restoration. It features realistic snowy images that help researchers assess the effectiveness of these techniques under various conditions. The dataset enables the development and testing of algorithms designed to remove snow from images, enhancing their clarity and usability.
Challenge-60	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The Challenge-60 dataset is used for evaluating and comparing the performance of image restoration methods, particularly in enhancing structural details and color correction under natural light conditions. It is specifically applied to assess underwater image restoration techniques, focusing on visual quality and the effectiveness of methods like NU2Net in improving images captured in diverse natural lighting environments.
UCCS	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The UCCS dataset is used for evaluating and comparing the performance of underwater image enhancement algorithms. It focuses on enhancing structural details and correcting color casts under natural light conditions. Researchers use it to test the effectiveness of methods like NU2Net in improving overall image quality, making it valuable for visual assessments and algorithmic comparisons in underwater imaging.
EUVP-330	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The EUVP-330 dataset is used for evaluating and comparing underwater image restoration techniques, particularly focusing on enhancing structural details and reducing color casts under natural light conditions. It is employed to test the robustness of restoration methods, such as NU2Net, by assessing their performance in improving visual clarity in natural light environments. This dataset enables researchers to visually compare restoration results and validate the effectiveness of different algorithms in realistic underwater settings.
